processid	bin_uri	order_name	lat	lon	country
BCAHF122-19	BOLD:AAN9979	Anura	NA	NA	Austria
BCAHF123-19	BOLD:AAM0091	Anura	NA	NA	Austria
BCAHF129-19	BOLD:AAL6663	Anura	NA	NA	Austria
BCAHF142-19	BOLD:AAM0091	Anura	NA	NA	Austria
BCAHF143-19	BOLD:AAN9979	Anura	NA	NA	Austria
BCAHF144-19	BOLD:AAC2139	Anura	NA	NA	Austria
BCAHF147-19	BOLD:AAJ8500	Anura	NA	NA	Austria
BCAHF148-19	BOLD:AAL6663	Anura	NA	NA	Austria
BCAHF156-19	BOLD:AAM0090	Anura	NA	NA	Austria
BCAHF157-19	BOLD:AAL1420	Anura	NA	NA	Austria
BCAHF159-19	BOLD:AAN9979	Anura	NA	NA	Austria
BCAHF163-19	BOLD:AAL1420	Anura	NA	NA	Austria
BCAHF166-19	BOLD:AAJ8500	Anura	NA	NA	Austria
BCAHF167-19	BOLD:AAC2139	Anura	NA	NA	Austria
BCAHF170-19	BOLD:AAC2139	Anura	NA	NA	Austria
BCAHF171-19	BOLD:AAL6663	Anura	NA	NA	Austria
BCAHF191-19	NA	Anura	NA	NA	Austria
BSECO030-11	NA	Anura	4.773	-73.037	Colombia
BSECO055-11	NA	Anura	4.773	-73.037	Colombia
BSECO064-11	NA	Anura	4.773	-73.037	Colombia
BSECO088-11	NA	Anura	4.773	-73.038	Colombia
BSECO097-11	NA	Anura	4.773	-73.038	Colombia
BSECO127-11	NA	Anura	5.882	-73.678	Colombia
BSECO159-11	NA	Anura	5.201	-73.1834	Colombia
BSECO165-11	NA	Anura	5.211	-73.1332	Colombia
BSECO309-11	NA	Anura	7.3962	-73.4955	Colombia
BSECO340-11	NA	Anura	7.04	-72.99	Colombia
DBAFI289-13	BOLD:ACF8210	Anura	-23.345	-45.136	Brazil
DBAFI289-13	BOLD:ACF8210	Anura	-23.345	-45.136	Brazil
EANAA267-12	NA	Anura	NA	NA	United States
EANAA269-12	NA	Anura	NA	NA	Mexico
EANAA270-12	NA	Anura	NA	NA	United States
EANAA274-12	BOLD:ACG8085	Anura	NA	NA	United States
EANAA283-12	NA	Anura	14.703	-84.75	Honduras
EANAA289-13	NA	Anura	NA	NA	United States
EANAA302-13	NA	Anura	38.138	-75.7	United States
EANAA381-13	NA	Anura	NA	NA	United States
GBAAW36815-24	BOLD:AAD4241	Anura	NA	NA	Unrecoverable
GBAAW38673-24	BOLD:AGD4817	Anura	NA	NA	Unrecoverable
GBAAW46284-24	BOLD:AAB7346	Anura	NA	NA	Unrecoverable
GBAAW46290-24	BOLD:AAB7346	Anura	NA	NA	Unrecoverable
GBAAW47412-24	NA	Anura	NA	NA	Madagascar
GBAAW58942-24	NA	Anura	NA	NA	Unrecoverable
GBAAW66224-24	BOLD:ACT1509	Anura	NA	NA	Unrecoverable
GBAAW80533-24	BOLD:AGC9718	Anura	NA	NA	Unrecoverable
GBAP20070-19	BOLD:ACA5767	Anura	NA	NA	NA
GBAP20107-19	BOLD:ACA5767	Anura	NA	NA	NA
GBAP2422-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain
GBAP2441-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain
GBAP2521-13	BOLD:ACF2247	Anura	NA	NA	NA
GBAP2678-13	BOLD:AAB2115	Anura	NA	NA	NA
GBAP2838-13	BOLD:AAB2114	Anura	NA	NA	NA
GBAP2991-13	BOLD:AAA6595	Anura	NA	NA	NA
GBAP3172-13	BOLD:ACI0116	Anura	NA	NA	NA
GBAP3240-13	BOLD:AAE0886	Anura	NA	NA	NA
GBAP4493-13	BOLD:ACI1464	Anura	NA	NA	NA
GBMIN92219-17	BOLD:ADK4473	Anura	NA	NA	NA
GBMIN92502-17	BOLD:ACH6984	Anura	NA	NA	NA
GBMNC75248-20	BOLD:AAI8496	Anura	NA	NA	NA
GBMNC75567-20	BOLD:AAD9252	Anura	NA	NA	South Korea
GBMND1413-21	NA	Anura	NA	NA	Madagascar
GBMND61770-21	BOLD:ACF9126	Anura	-14.5099	-41.0671	Brazil
GBMNE66779-22	BOLD:ACA3798	Anura	NA	NA	Brazil
WAF038-15	BOLD:ACY1808	Anura	6.24246	-0.5571	Ghana
WAF038-15	BOLD:ACY1808	Anura	6.24246	-0.5571	Ghana
WAMAL160-10	BOLD:AAT9134	Anura	-32.8333	115.65	Australia
ABR004-13	NA	Anura	8.849	-82.514	Panama
ABR040-13	BOLD:ACJ9922	Anura	8.892	-78.562	Panama
ABR040-13	BOLD:ACJ9922	Anura	8.892	-78.562	Panama
ABR054-13	BOLD:AAA5632	Anura	8.901	-78.57	Panama
ABR054-13	BOLD:AAA5632	Anura	8.901	-78.57	Panama
ABR058-13	NA	Anura	8.892	-78.561	Panama
ABR088-13	NA	Anura	8.893	-78.564	Panama
ABR102-13	NA	Anura	8.795	-78.449	Panama
ABR131-13	NA	Anura	8.799	-78.462	Panama
ABR174-13	NA	Anura	8.017	-77.73	Panama
ABR196-13	NA	Anura	7.961	-77.704	Panama
ABR212-13	NA	Anura	7.959	-77.704	Panama
ABR227-13	NA	Anura	7.942	-77.703	Panama
ABR237-13	NA	Anura	7.942	-77.703	Panama
ABR262-13	NA	Anura	7.942	-77.703	Panama
ABR278-13	NA	Anura	7.947	-77.704	Panama
ABR281-13	NA	Anura	7.947	-77.704	Panama
ABR282-13	NA	Anura	7.947	-77.704	Panama
ABR314-13	NA	Anura	9.396	-82.271	Panama
ABR358-13	NA	Anura	7.988	-77.708	Panama
ABR377-13	NA	Anura	7.979	-77.709	Panama
ABR387-13	NA	Anura	7.962	-77.704	Panama
ABR403-13	NA	Anura	8.01	-77.723	Panama
ABR489-13	NA	Anura	7.711	-78.031	Panama
ABR499-13	NA	Anura	7.695	-78.043	Panama
ABR503-13	NA	Anura	7.693	-78.042	Panama
ABR508-13	NA	Anura	7.684	-78.039	Panama
BSECO348-11	BOLD:AAT9778	Anura	7.041	-72.985	Colombia
BSECO348-11	BOLD:AAT9778	Anura	7.041	-72.985	Colombia
GBAAW41541-24	BOLD:AGE7231	Anura	NA	NA	Unrecoverable
GBAAW58905-24	BOLD:ACB3808	Anura	NA	NA	Unrecoverable
GBAP0237-06	BOLD:AAC5021	Anura	NA	NA	Ecuador
GBAP1019-09	NA	Anura	NA	NA	NA
GBAP1847-13	BOLD:ACH2793	Anura	-19.0416	46.6849	Madagascar
GBAP2033-13	BOLD:ACW0998	Anura	NA	NA	NA
GBAP20457-19	BOLD:AAE6666	Anura	30.3766	-98.0421	United States
GBAP2278-13	BOLD:ACH9906	Anura	NA	NA	NA
GBAP2371-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain
GBAP2896-13	BOLD:AAA6597	Anura	NA	NA	NA
GBAP5115-15	BOLD:ACS5262	Anura	38.0733	104.691	China
GBAP5226-15	BOLD:ACS5262	Anura	38.0733	104.691	China
GBAP5669-15	BOLD:ACS5789	Anura	NA	NA	NA
GBCOC10033-23	BOLD:AAD9215	Anura	NA	NA	Unrecoverable
GBCOC3256-23	BOLD:AEL3912	Anura	33.2576	104.249	China
GBCOC7307-23	BOLD:ACA3587	Anura	NA	NA	Brazil
GBMAB1600-15	BOLD:ACW1293	Anura	NA	NA	United States
GBMAB2179-15	BOLD:ACW1101	Anura	-19.0416	46.6849	Madagascar
GBMIN92549-17	BOLD:ADJ7855	Anura	NA	NA	NA
GBMIN92943-17	BOLD:ADD4511	Anura	29.919	78.126	India
GBMNB1796-20	BOLD:AAB7344	Anura	NA	NA	NA
GBMNB2207-20	BOLD:AEB2780	Anura	NA	NA	NA
GBMNB2355-20	BOLD:ACF9137	Anura	-23.8496	-45.3665	Brazil
GBMNC75393-20	BOLD:ACF9007	Anura	NA	NA	Brazil
GBMND227-21	NA	Anura	8.67443	-80.1144	Panama
GBMND61328-21	BOLD:ACG2163	Anura	-8.73309	-42.4955	Brazil
GBMND682-21	BOLD:ACA3497	Anura	-20.2854	-42.9556	Brazil
GBMND686-21	BOLD:ACA3497	Anura	-20.2854	-42.9556	Brazil
GBMND936-21	BOLD:ABY6883	Anura	-12.7531	-47.7591	Brazil
GBMNF2904-22	BOLD:AET6447	Anura	NA	NA	NA
GBMNF3640-22	BOLD:AAV6781	Anura	NA	NA	NA
LIN156-06	BOLD:AAA3768	Anura	1.56675	125.166	Indonesia
MSBE006-19	NA	Anura	-29.7697	30.6194	South Africa
MYARA128-17	BOLD:ADG2131	Anura	12.4039	99.1311	Myanmar
MYARA128-17	BOLD:ADG2131	Anura	12.4039	99.1311	Myanmar
NPAMV044-08	BOLD:AAC3625	Anura	11.462	107.346	Vietnam
TPZAN147-18	BOLD:AAX0674	Anura	23.9256	120.884	Taiwan
WAMAM697-10	BOLD:AAM2405	Anura	-14.8641	125.71	Australia
WAMAM756-10	BOLD:AAM1449	Anura	-34.975	117.65	Australia
ABR1014-13	NA	Anura	8.476	-77.549	Panama
ABR1019-13	NA	Anura	8.48	-77.519	Panama
ABR1033-13	NA	Anura	8.479	-77.528	Panama
ABR1052-13	NA	Anura	8.479	-77.528	Panama
ABR1058-13	NA	Anura	8.479	-77.528	Panama
ABR1073-13	NA	Anura	8.476	-77.547	Panama
ABR1085-13	NA	Anura	8.476	-77.547	Panama
ABR1098-13	NA	Anura	7.759	-78.092	Panama
ABR1104-13	NA	Anura	7.759	-78.092	Panama
ABR1122-13	NA	Anura	7.764	-78.101	Panama
ABR1162-13	NA	Anura	9.284	-78.984	Panama
ABR521-13	NA	Anura	7.683	-78.038	Panama
ABR535-13	NA	Anura	7.68	-78.039	Panama
ABR626-13	NA	Anura	7.982	-78.349	Panama
ABR668-13	NA	Anura	7.98	-77.487	Panama
ABR671-13	NA	Anura	8.029	-77.413	Panama
ABR676-13	NA	Anura	8.028	-77.413	Panama
ABR678-13	NA	Anura	8.027	-77.423	Panama
ABR681-13	NA	Anura	8.049	-77.37	Panama
ABR683-13	NA	Anura	8.041	-77.361	Panama
ABR691-13	NA	Anura	8.058	-77.37	Panama
ABR722-13	NA	Anura	8.058	-77.37	Panama
ABR740-13	NA	Anura	8.05	-77.37	Panama
ABR767-13	NA	Anura	8.822	-80.663	Panama
ABR804-13	NA	Anura	8.917	-78.618	Panama
ABR811-13	NA	Anura	8.916	-78.629	Panama
ABR828-13	NA	Anura	8.917	-78.618	Panama
ABR857-13	NA	Anura	9.035	-78.026	Panama
ABR870-13	NA	Anura	9.035	-78.026	Panama
ABR876-13	NA	Anura	9.049	-77.998	Panama
ABR903-13	NA	Anura	9.061	-77.98	Panama
ABR919-13	NA	Anura	9.059	-77.984	Panama
ABR949-13	NA	Anura	9.061	-77.98	Panama
ABR952-13	NA	Anura	9.061	-77.98	Panama
ABR983-13	NA	Anura	8.483	-77.567	Panama
ABR995-13	NA	Anura	8.476	-77.549	Panama
ASCRA171-08	BOLD:AAA7514	Anura	44.506	-76.435	Canada
DBABA637-12	BOLD:ACA3587	Anura	-28.49	-49.45	Brazil
DBABA637-12	BOLD:ACA3587	Anura	-28.49	-49.45	Brazil
GBAAW16647-24	BOLD:AAI3661	Anura	NA	NA	Unrecoverable
GBAAW42541-24	BOLD:ACH7099	Anura	NA	NA	Unrecoverable
GBAAW60741-24	BOLD:AGD3755	Anura	NA	NA	Unrecoverable
GBAAW67441-24	BOLD:AGD4370	Anura	NA	NA	Unrecoverable
GBAP12413-19	BOLD:AAD9252	Anura	36.4024	127.762	South Korea
GBAP13148-19	BOLD:AEH5221	Anura	NA	NA	NA
GBAP2030-13	BOLD:ACH2755	Anura	NA	NA	NA
GBAP2421-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain
GBCOC13662-23	BOLD:AFR9866	Anura	NA	NA	Unrecoverable
GBCOC2356-23	BOLD:ACH5614	Anura	35.2514	112.117	China
GBCOC7719-23	BOLD:ACA3501	Anura	NA	NA	Brazil
GBMIN91879-17	BOLD:ADK3682	Anura	38.0733	104.691	China
GBMIN93157-17	BOLD:AAB9952	Anura	NA	NA	NA
GBMNB2343-20	BOLD:ACF9137	Anura	-23.3986	-45.8659	Brazil
GBMNC75910-20	BOLD:AEG4371	Anura	NA	NA	Brazil
GBMND1131-21	BOLD:ABY6883	Anura	-6.07414	-35.178	Brazil
GBMND1176-21	BOLD:ABY6883	Anura	-8.04026	-35.196	Brazil
GBMND61958-21	BOLD:AAI9379	Anura	NA	NA	Guyana
GBMNF2923-22	NA	Anura	NA	NA	NA
GBMNF3447-22	BOLD:AET0312	Anura	NA	NA	NA
GBMNF3638-22	BOLD:AAV6781	Anura	NA	NA	NA
HJAPI010-14	BOLD:ACG9846	Anura	-22.903	-46.825	Brazil
HJAPI010-14	BOLD:ACG9846	Anura	-22.903	-46.825	Brazil
HJAPI010-14	BOLD:ACG9846	Anura	-22.903	-46.825	Brazil
JBJF058-09	BOLD:AAD4568	Anura	NA	NA	Kenya
MYARA255-17	BOLD:ADG3054	Anura	20.0594	94.5942	Myanmar
MYARA255-17	BOLD:ADG3054	Anura	20.0594	94.5942	Myanmar
WAFRA027-14	BOLD:ACM4600	Anura	-3.078	10.428	Gabon
WAFRA027-14	BOLD:ACM4600	Anura	-3.078	10.428	Gabon
WAFRA373-14	BOLD:ACM4236	Anura	-2.829	10.216	Gabon
WAFRA373-14	BOLD:ACM4236	Anura	-2.829	10.216	Gabon
ABAAP086-08	BOLD:AAB9951	Anura	53.323	121.389	Russia
BSAMP592-08	BOLD:AAA7558	Anura	9.217	-79.422	Panama
BSAMP592-08	BOLD:AAA7558	Anura	9.217	-79.422	Panama
BSAMP765-09	BOLD:AAA9683	Anura	7.722	-77.656	Panama
BSAMP765-09	BOLD:AAA9683	Anura	7.722	-77.656	Panama
GBAAW32439-24	BOLD:ACB3661	Anura	NA	NA	Unrecoverable
GBAAW52647-24	BOLD:AGE7731	Anura	NA	NA	Unrecoverable
GBAAW61371-24	BOLD:AEU0937	Anura	NA	NA	Japan
GBAAW64594-24	BOLD:ADK4483	Anura	NA	NA	Unrecoverable
GBAAW8841-24	BOLD:AAD5289	Anura	NA	NA	Unrecoverable
GBAP0094-06	BOLD:AAX3606	Anura	NA	NA	Madagascar
GBAP13683-19	NA	Anura	NA	NA	NA
GBAP19901-19	BOLD:ABX2327	Anura	NA	NA	Nigeria
GBAP4042-13	BOLD:ACI1143	Anura	2.6381	-76.915	Colombia
GBAP5431-15	BOLD:ACB3504	Anura	38.0733	104.691	China
GBAP5853-19	NA	Anura	10.0433	-83.5486	Costa Rica
GBAP5858-19	NA	Anura	9	-78.7487	Panama
GBAP5867-19	NA	Anura	10.2357	-83.5674	Costa Rica
GBAP5871-19	NA	Anura	8.60183	-80.1438	Panama
GBAP5884-19	NA	Anura	8.6485	-83.6247	Costa Rica
GBAP5912-19	NA	Anura	8.64183	-80.0728	Panama
GBAP652-08	BOLD:AAE5252	Anura	NA	NA	Madagascar
GBCOC1148-23	BOLD:ACB3764	Anura	NA	NA	Unrecoverable
GBCOC11670-23	BOLD:ACC5868	Anura	NA	NA	Unrecoverable
GBCOC15986-23	BOLD:ACC6013	Anura	-2.92841	-59.974	Brazil
GBCOC3044-23	BOLD:AAB7344	Anura	33.8931	95.3097	China
GBCOC3215-23	BOLD:AAB7344	Anura	NA	NA	China
GBMIN91816-17	BOLD:ACC5993	Anura	NA	NA	NA
GBMIN91966-17	BOLD:ADK5696	Anura	NA	NA	NA
GBMIN91984-17	BOLD:ADK5696	Anura	NA	NA	NA
GBMIN92038-17	BOLD:ADK5696	Anura	NA	NA	NA
GBMIN92241-17	BOLD:ADJ6156	Anura	NA	NA	NA
GBMIN92402-17	BOLD:ACI0729	Anura	NA	NA	NA
GBMIN92767-17	BOLD:ACD2618	Anura	38.0733	104.691	China
GBMIN92843-17	BOLD:ACD2618	Anura	38.0733	104.691	China
GBMIN92989-17	BOLD:ACD2618	Anura	NA	NA	NA
GBMIN93049-17	BOLD:ACD2618	Anura	NA	NA	NA
GBMIN93168-17	BOLD:AAB9952	Anura	NA	NA	NA
GBMIN93365-17	BOLD:ADK3305	Anura	NA	NA	NA
GBMNA14003-19	BOLD:ACH7100	Anura	36.7674	137.469	Japan
GBMNB2370-20	BOLD:ACF9137	Anura	-23.1986	-46.3496	Brazil
GBMNC75323-20	BOLD:AEG6518	Anura	NA	NA	Brazil
GBMNC75565-20	BOLD:AAD9252	Anura	NA	NA	South Korea
GBMNC76084-20	BOLD:ACH9750	Anura	-43.1053	-73.6956	Chile
GBMNC76276-20	BOLD:ACH9635	Anura	NA	NA	NA
GBMNC76418-20	BOLD:AEG5787	Anura	NA	NA	Ecuador
GBMND1036-21	BOLD:ABY6883	Anura	-2.95897	-48.8353	Brazil
GBMND1142-21	BOLD:ABY6883	Anura	-6.56757	-37.2855	Brazil
GBMND1310-21	BOLD:ADK5989	Anura	NA	NA	China
GBMND1454-21	NA	Anura	NA	NA	Madagascar
GBMND230-21	NA	Anura	8.72852	-80.1689	Panama
GBMND273-21	BOLD:ACF8917	Anura	NA	NA	Brazil
GBMND412-21	BOLD:AEH5719	Anura	NA	NA	Brazil
GBMND61618-21	BOLD:ACA5923	Anura	NA	NA	Brazil
GBMND895-21	BOLD:ABY6883	Anura	-11.0169	-44.5059	Brazil
GBMND947-21	BOLD:ABY6883	Anura	-13.0126	-41.3693	Brazil
GBMNE31571-21	BOLD:ACF7943	Anura	NA	NA	Brazil
GBMNF3064-22	BOLD:ACA4462	Anura	NA	NA	Brazil
GBMNF3129-22	BOLD:AES5346	Anura	NA	NA	NA
GBMNF3167-22	BOLD:AER9014	Anura	NA	NA	Mauritania
GBMNF3180-22	BOLD:AER9014	Anura	NA	NA	Mauritania
GBMNF3321-22	BOLD:AEU1416	Anura	NA	NA	NA
IMSAM153-09	BOLD:AAD2552	Anura	31.8014	-8.14861	Morocco
MYARA122-17	BOLD:ADG2131	Anura	12.4039	99.1311	Myanmar
MYARA122-17	BOLD:ADG2131	Anura	12.4039	99.1311	Myanmar
WAFRA457-14	BOLD:ACM4562	Anura	-2.4922	13.7431	Republic of the Congo
WAFRA457-14	BOLD:ACM4562	Anura	-2.4922	13.7431	Republic of the Congo
WAMAL248-10	BOLD:AAT9366	Anura	-29.3638	119.6	Australia
GBAP5914-19	NA	Anura	8.66667	-80.5917	Panama
GBAP5915-19	NA	Anura	9.22175	-79.4033	Panama
GBAP5917-19	NA	Anura	9.22344	-82.1101	Panama
GBAP5931-19	NA	Anura	-22.417	-42.583	Brazil
GBAP5932-19	NA	Anura	-22.467	-42.757	Brazil
GBAP5936-19	NA	Anura	-22.958	-43.278	Brazil
GBAP5939-19	NA	Anura	-23.058	-43.534	Brazil
GBAP5943-19	NA	Anura	-22.422	-42.026	Brazil
GBAP5972-19	NA	Anura	-8.52272	-74.1142	Peru
GBAP6071-19	NA	Anura	9.86347	-84.1467	Costa Rica
GBAP6081-19	NA	Anura	8.43954	-80.1443	Panama
GBAP6123-19	NA	Anura	3.85743	-53.3223	French Guiana
GBAP6233-19	NA	Anura	43.91	7.84	Italy
GBAP6274-19	NA	Anura	41.862	27.978	Turkey
GBAP6278-19	NA	Anura	49.65	36.26	Ukraine
GBAP6288-19	NA	Anura	36.4024	127.762	South Korea
GBAP6292-19	NA	Anura	40.192	127.338	North Korea
GBAP6298-19	NA	Anura	-1.56427	-78.463	Ecuador
GBAP6733-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6737-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP6738-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP6739-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP6765-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6768-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6808-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6810-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6814-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6817-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6825-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6839-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6841-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6844-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6847-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6858-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6871-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6877-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6880-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6882-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6886-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6888-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6899-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6904-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6948-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6969-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6983-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6984-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6985-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6986-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP6997-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP7006-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP7013-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP7029-19	NA	Anura	-1.56427	-78.463	Ecuador
GBAP7032-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7039-19	NA	Anura	3.85743	-53.3223	French Guiana
GBAP7050-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7070-19	NA	Anura	4.18775	-72.6445	Colombia
GBAP7112-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP7118-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP7121-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP7129-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP7132-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP7347-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP7409-19	NA	Anura	34.38	7.6	Tunisia
GBAP7418-19	NA	Anura	36.43	8.41	Tunisia
GBAP7420-19	NA	Anura	37.4333	8.48	Algeria
GBAP7424-19	NA	Anura	37.4333	8.48	Algeria
GBAP7722-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7751-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7758-19	NA	Anura	-16.7312	-64.4521	Bolivia
GBAP7761-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7764-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7768-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7771-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7781-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7788-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7789-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7796-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7807-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7901-19	NA	Anura	4.09872	-55.8555	Suriname
GBAP7902-19	NA	Anura	3.67166	114.633	Malaysia
GBAP7912-19	NA	Anura	-1.56427	-78.463	Ecuador
GBAP7918-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7923-19	NA	Anura	-8.52272	-74.1142	Peru
GBAP7935-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7945-19	NA	Anura	-8.52272	-74.1142	Peru
GBAP7961-19	NA	Anura	-8.52272	-74.1142	Peru
GBAP7980-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7984-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7988-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7989-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8005-19	NA	Anura	4.09872	-55.8555	Suriname
GBAP8010-19	NA	Anura	3.85743	-53.3223	French Guiana
GBAP8014-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8018-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8023-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8028-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8083-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8086-19	NA	Anura	-8.52272	-74.1142	Peru
GBAP8089-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8094-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8103-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8110-19	NA	Anura	-16.7312	-64.4521	Bolivia
GBAP8113-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8115-19	NA	Anura	3.85743	-53.3223	French Guiana
GBAP8117-19	NA	Anura	3.85743	-53.3223	French Guiana
GBAP8118-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8120-19	NA	Anura	3.85743	-53.3223	French Guiana
GBAP8123-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8139-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8141-19	NA	Anura	-16.7312	-64.4521	Bolivia
GBAP8146-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8147-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8160-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8179-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8183-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8190-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8199-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8203-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8216-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8223-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8224-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8255-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8257-19	NA	Anura	10.256	-10.9869	Guinea
GBAP8260-19	NA	Anura	19.9012	97.0889	Myanmar
GBAP8280-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8292-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8311-19	NA	Anura	8.72939	39.9149	Ethiopia
GBAP8329-19	NA	Anura	-3.33863	23.4198	Democratic Republic of the Congo
GBAP8330-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8331-19	NA	Anura	-3.33863	23.4198	Democratic Republic of the Congo
GBAP8347-19	NA	Anura	49.7492	15.3833	Czech Republic
GBAP8348-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8356-19	NA	Anura	6.29417	12.9485	Cameroon
GBAP8363-19	NA	Anura	9.6102900000000009	8.14771	Nigeria
GBAP8374-19	NA	Anura	6.29417	12.9485	Cameroon
GBAP8375-19	NA	Anura	-0.628448	11.8394	Gabon
GBAP8386-19	NA	Anura	-28.5536	24.7525	South Africa
GBAP8388-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8393-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8399-19	NA	Anura	-28.5536	24.7525	South Africa
GBAP8401-19	NA	Anura	-28.5536	24.7525	South Africa
GBAP8413-19	NA	Anura	-6.35579	34.8183	Tanzania
GBAP8425-19	NA	Anura	49.7492	15.3833	Czech Republic
GBAP8428-19	NA	Anura	-28.5536	24.7525	South Africa
GBAP8437-19	NA	Anura	-28.5536	24.7525	South Africa
GBAP8457-19	NA	Anura	8.72939	39.9149	Ethiopia
GBAP8467-19	NA	Anura	6.29417	12.9485	Cameroon
GBAP8477-19	NA	Anura	3.67166	114.633	Malaysia
