processid	bin_uri	order_name	lat	lon	country
DBNGF293-10	BOLD:AAZ3977	Anura	-5.75583	145.236	Papua New Guinea
GBAAW33481-24	BOLD:AEB4718	Anura	NA	NA	Nigeria
GBAAW35296-24	BOLD:ADK7922	Anura	NA	NA	China
GBAAW47811-24	BOLD:AGD4067	Anura	NA	NA	Unrecoverable
GBAAW47900-24	BOLD:ACH5614	Anura	NA	NA	Unrecoverable
GBAAW48336-24	BOLD:AAE9581	Anura	4.67	-75.76	Colombia
GBAAW50808-24	BOLD:ACF5940	Anura	-27.793	-50.3474	Brazil
GBAAW54115-24	BOLD:AAE2556	Anura	NA	NA	Unrecoverable
GBAAW62988-24	BOLD:ADJ6291	Anura	NA	NA	Unrecoverable
GBAAW78540-24	BOLD:AGD4846	Anura	NA	NA	Unrecoverable
GBAP1528-12	NA	Anura	37.952	27.375	Turkey
GBAP3063-13	BOLD:AAA3770	Anura	NA	NA	NA
GBAP3150-13	BOLD:AAA3768	Anura	NA	NA	NA
GBAP4828-15	BOLD:ACS4998	Anura	NA	NA	NA
GBAP4905-15	BOLD:ACS3757	Anura	NA	NA	Argentina
GBAP5055-15	BOLD:ACS5262	Anura	38.0733	104.691	China
GBAP5062-15	BOLD:ACS5262	Anura	38.0733	104.691	China
GBAP5327-15	BOLD:ACB3504	Anura	38.0733	104.691	China
GBCOC1157-23	BOLD:ACB3764	Anura	NA	NA	Unrecoverable
GBCOC5638-23	BOLD:ADC5821	Anura	NA	NA	Unrecoverable
GBMAB1681-15	BOLD:ACW1327	Anura	3.67166	114.633	Malaysia
GBMIN92358-17	BOLD:ADJ5729	Anura	NA	NA	NA
GBMNC75644-20	BOLD:AAD9252	Anura	NA	NA	South Korea
GBMND361-21	BOLD:ACF8640	Anura	NA	NA	Argentina
GBMND61584-21	BOLD:ACA4615	Anura	NA	NA	Brazil
GBMND61826-21	BOLD:ACB3808	Anura	NA	NA	NA
GBMND909-21	BOLD:ABY6883	Anura	-11.854	-37.578	Brazil
GBMNE31643-21	BOLD:AEM9300	Anura	NA	NA	NA
GBMNE31690-21	BOLD:AEN0539	Anura	NA	NA	NA
GBMNF3086-22	BOLD:AES2968	Anura	NA	NA	Mauritania
JBJF216-09	BOLD:AAC9168	Anura	25.642	118.207	China
JBJF237-09	BOLD:AAE0886	Anura	26.877	100.23	China
NPAMV593-10	BOLD:AAF5023	Anura	11.422	107.418	Vietnam
WAMAL169-10	BOLD:AAT9134	Anura	-30.2833	116.667	Australia
WAMIR038-10	BOLD:AAY4806	Anura	-9.65	120.25	Indonesia
BIFZH084-17	BOLD:ADM9505	Anura	-3.71605	134.069	Indonesia
BSAPE006-09	BOLD:AAB3748	Anura	-9.614	-74.936	Peru
BSAPE006-09	BOLD:AAB3748	Anura	-9.614	-74.936	Peru
BSAPE006-09	BOLD:AAB3748	Anura	-9.614	-74.936	Peru
BSATE004-10	BOLD:AAV6781	Anura	6.371	-74.019	Colombia
BSATE004-10	BOLD:AAV6781	Anura	6.371	-74.019	Colombia
BSATE004-10	BOLD:AAV6781	Anura	6.371	-74.019	Colombia
BSATE004-10	BOLD:AAV6781	Anura	6.371	-74.019	Colombia
BSATE004-10	BOLD:AAV6781	Anura	6.371	-74.019	Colombia
CNPVT132-16	NA	Anura	46.4123	-63.085	Canada
DBABA359-12	BOLD:ACA3512	Anura	-24.552	-47.223	Brazil
DBABA359-12	BOLD:ACA3512	Anura	-24.552	-47.223	Brazil
DBNGF384-10	BOLD:AAZ4260	Anura	-5.7375	145.27	Papua New Guinea
EVACC105-12	NA	Anura	9.31985	-79.2889	Panama
GBAAW35292-24	BOLD:ADK7922	Anura	NA	NA	China
GBAAW38826-24	NA	Anura	NA	NA	Unrecoverable
GBAAW41532-24	BOLD:AAC6750	Anura	NA	NA	Unrecoverable
GBAAW41551-24	BOLD:AGE7229	Anura	NA	NA	Unrecoverable
GBAAW59946-24	BOLD:AGE7928	Anura	NA	NA	Unrecoverable
GBAAW60269-24	BOLD:AGD4363	Anura	NA	NA	Unrecoverable
GBAAW62987-24	BOLD:ADJ6291	Anura	NA	NA	Unrecoverable
GBAAW74146-24	BOLD:AGD4831	Anura	NA	NA	Unrecoverable
GBAP11801-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP13729-19	NA	Anura	NA	NA	NA
GBAP1764-12	BOLD:ACB3739	Anura	NA	NA	NA
GBAP20195-19	BOLD:AEA8439	Anura	NA	NA	NA
GBAP20952-19	BOLD:AAB2873	Anura	NA	NA	NA
GBAP2235-13	BOLD:AAM0091	Anura	52.0685	19.4357	Poland
GBAP2478-13	BOLD:AAX0464	Anura	NA	NA	NA
GBAP3314-13	BOLD:ACF7388	Anura	NA	NA	Brazil
GBAP3647-13	BOLD:ACH9516	Anura	-0.8869	-77.3248	Ecuador
GBAP3984-13	BOLD:ACI2591	Anura	3.4289	-76.6592	Colombia
GBAP4531-13	BOLD:ACE7167	Anura	NA	NA	Brazil
GBCOC10898-23	BOLD:AAC9871	Anura	NA	NA	Unrecoverable
GBCOC12285-23	BOLD:AFT3656	Anura	NA	NA	Peru
GBCOC14726-23	BOLD:AFT0557	Anura	NA	NA	Unrecoverable
GBCOC14815-23	NA	Anura	NA	NA	Mexico
GBCOC16086-23	BOLD:AFS4117	Anura	NA	NA	Unrecoverable
GBCOC16406-23	BOLD:ADM8333	Anura	NA	NA	Unrecoverable
GBCOC3109-23	BOLD:AAB7344	Anura	NA	NA	China
GBMIN92287-17	BOLD:ADJ9833	Anura	-13.255	-71.52	Peru
GBMIN92370-17	BOLD:ACI0729	Anura	NA	NA	NA
GBMIN92403-17	BOLD:ACI0729	Anura	NA	NA	NA
GBMIN93175-17	BOLD:AAB9952	Anura	NA	NA	NA
GBMNB2116-20	BOLD:AEA8449	Anura	NA	NA	NA
GBMNC75408-20	BOLD:AAI7867	Anura	NA	NA	Ecuador
GBMNC75443-20	BOLD:ACC4005	Anura	NA	NA	Ecuador
GBMNC75973-20	BOLD:ACH9750	Anura	-35.9928	-72.5258	Chile
GBMND448-21	BOLD:ACF9612	Anura	NA	NA	Brazil
GBMND614-21	BOLD:AEH5097	Anura	-17.5571	-41.016	Brazil
GBMND61508-21	BOLD:ACF7662	Anura	NA	NA	Brazil
GBMND61654-21	BOLD:ACP5068	Anura	NA	NA	Brazil
GBMND848-21	BOLD:ACA3750	Anura	-30.7883	-57.9975	Argentina
GBMNE31698-21	BOLD:ACT3533	Anura	NA	NA	NA
GBMNE66489-22	BOLD:AEW6387	Anura	NA	NA	NA
GBMNE66506-22	BOLD:AEN3261	Anura	NA	NA	NA
GBMNE66744-22	BOLD:ACG9717	Anura	NA	NA	Paraguay
IMSAM225-09	BOLD:AAI8496	Anura	39.9025	-3.87608	Spain
IMSAM366-09	BOLD:AAC2139	Anura	45.366	23.1861	Romania
JBJF135-09	BOLD:ACF1106	Anura	29.58	102.62	China
LDPJR116-17	NA	Anura	-26.8976	32.2158	South Africa
LIN265-06	BOLD:AAA6597	Anura	-2.6246	119.147	Indonesia
MLANF073-13	BOLD:ACJ4560	Anura	-35.232	-57.318600000000004	Argentina
MXHER211-09	BOLD:AAB8400	Anura	19.501	-105.053	Mexico
NPAMV401-09	BOLD:AAI0592	Anura	NA	NA	NA
NPAMV590-10	BOLD:AAD6879	Anura	11.459	107.345	Vietnam
QUANH010-18	BOLD:AAK3512	Anura	38.5294	-77.3467	United States
QUANH010-18	BOLD:AAK3512	Anura	38.5294	-77.3467	United States
TAD293-15	BOLD:AAW3988	Anura	NA	NA	Vietnam
TAD293-15	BOLD:AAW3988	Anura	NA	NA	Vietnam
WAFRA029-14	BOLD:ACM3966	Anura	-3.083	10.437	Gabon
WAFRA029-14	BOLD:ACM3966	Anura	-3.083	10.437	Gabon
WAFRA524-14	BOLD:ACM4408	Anura	-2.4917	13.7167	Republic of the Congo
WAFRA524-14	BOLD:ACM4408	Anura	-2.4917	13.7167	Republic of the Congo
WAMID134-10	BOLD:AAI1316	Anura	-8.7	121.9	Indonesia
AMPSA111-12	BOLD:ACA5781	Anura	-15.085	13.201	Angola
BIFZH064-17	BOLD:ADO1489	Anura	-3.71076	134.07	Indonesia
BSAMP560-08	BOLD:AAA5629	Anura	8.797	-78.462	Panama
BSAMP560-08	BOLD:AAA5629	Anura	8.797	-78.462	Panama
BSATE109-10	BOLD:AAX8118	Anura	4.249	-73.583	Colombia
BSATE109-10	BOLD:AAX8118	Anura	4.249	-73.583	Colombia
BSECO078-11	BOLD:ABA1350	Anura	4.773	-73.037	Colombia
BSECO078-11	BOLD:ABA1350	Anura	4.773	-73.037	Colombia
DBNGF308-10	BOLD:AAZ4250	Anura	-5.75583	145.236	Papua New Guinea
GBAAW30883-24	BOLD:ADF9264	Anura	NA	NA	Unrecoverable
GBAAW47809-24	BOLD:AGD4067	Anura	NA	NA	Unrecoverable
GBAP11892-19	BOLD:ACV3392	Anura	-11.5246	-54.3552	Brazil
GBAP12101-19	BOLD:AEH8785	Anura	-11.5246	-54.3552	Brazil
GBAP1320-12	BOLD:AAE5252	Anura	-19.0416	46.6849	Madagascar
GBAP13703-19	NA	Anura	NA	NA	NA
GBAP1791-13	BOLD:AAC7230	Anura	36.7674	137.469	Japan
GBAP2014-13	BOLD:ACH3672	Anura	-12.8245	45.1281	Mayotte
GBAP3303-13	BOLD:ACI0808	Anura	NA	NA	Brazil
GBAP3668-13	BOLD:ACI1511	Anura	-0.578915	-77.8664	Ecuador
GBAP3833-13	BOLD:ACI1926	Anura	NA	NA	Argentina
GBAP4798-15	BOLD:ACS7017	Anura	NA	NA	NA
GBAP5047-15	BOLD:ACS5262	Anura	38.0733	104.691	China
GBAP521-07	BOLD:AAX7207	Anura	NA	NA	NA
GBAP5425-15	BOLD:ACB3504	Anura	38.0733	104.691	China
GBAP5877-19	NA	Anura	9.86347	-84.1467	Costa Rica
GBAP5948-19	NA	Anura	-22.578	-43.029	Brazil
GBAP6462-19	NA	Anura	NA	NA	NA
GBAP6560-19	NA	Anura	NA	NA	NA
GBAP731-09	BOLD:AAA6327	Anura	NA	NA	NA
GBAP786-09	BOLD:AAY1118	Anura	NA	NA	NA
GBCOC14254-23	BOLD:ACO4116	Anura	NA	NA	Venezuela
GBCOC14625-23	BOLD:AAD9215	Anura	NA	NA	Unrecoverable
GBCOC17365-23	BOLD:AFS5845	Anura	24.953	92.754	India
GBCOC19676-23	BOLD:ACT4247	Anura	NA	NA	Unrecoverable
GBCOC7310-23	BOLD:ACA3587	Anura	NA	NA	Brazil
GBMAB1995-15	BOLD:ACW1018	Anura	NA	NA	Papua New Guinea
GBMIN91911-17	BOLD:ADJ9824	Anura	3.67166	114.633	Malaysia
GBMIN92000-17	BOLD:ADK5696	Anura	NA	NA	NA
GBMIN92152-17	BOLD:AAC6750	Anura	NA	NA	NA
GBMIN92213-17	BOLD:ADK4117	Anura	-11.5246	-54.3552	Brazil
GBMIN92354-17	BOLD:ADK0388	Anura	NA	NA	NA
GBMIN92380-17	BOLD:ACI0729	Anura	NA	NA	NA
GBMIN92432-17	BOLD:ADJ7855	Anura	NA	NA	NA
GBMIN93240-17	BOLD:ADK6698	Anura	NA	NA	NA
GBMNB1871-20	BOLD:ACB3504	Anura	NA	NA	NA
GBMNC75786-20	BOLD:AAD9252	Anura	NA	NA	South Korea
GBMNC75980-20	BOLD:ACH9750	Anura	-35.9928	-72.5258	Chile
GBMND1026-21	BOLD:ABY6883	Anura	-19.5754	-54.8935	Brazil
GBMND61596-21	BOLD:ACN3596	Anura	NA	NA	Brazil
GBMND711-21	BOLD:ACA3497	Anura	-22.4789	-44.5696	Brazil
GBMND845-21	BOLD:ACA3750	Anura	-29.8236	-50.4728	Brazil
GBMNE31692-21	BOLD:AEM6224	Anura	NA	NA	NA
GBMNE66521-22	BOLD:ACA3607	Anura	NA	NA	Brazil
GBMNE66834-22	BOLD:AAA9703	Anura	NA	NA	South Africa
GBMNF2900-22	BOLD:ACT4247	Anura	NA	NA	Vietnam
GBMNF2955-22	BOLD:AER9706	Anura	NA	NA	NA
GBMNF3489-22	BOLD:ADL5590	Anura	NA	NA	Taiwan
GBMTG5760-16	BOLD:ADC7598	Anura	NA	NA	NA
GBMTG5760-16	BOLD:ADC7598	Anura	NA	NA	NA
GBMTG5760-16	BOLD:ADC7598	Anura	NA	NA	NA
GBMTG5760-16	BOLD:ADC7598	Anura	NA	NA	NA
GBMTG5760-16	BOLD:ADC7598	Anura	NA	NA	NA
GBMTG5760-16	BOLD:ADC7598	Anura	NA	NA	NA
GBMTG5760-16	BOLD:ADC7598	Anura	NA	NA	NA
GBMTG5760-16	BOLD:ADC7598	Anura	NA	NA	NA
GBMTG5760-16	BOLD:ADC7598	Anura	NA	NA	NA
GBMTG5760-16	BOLD:ADC7598	Anura	NA	NA	NA
GBMTG5760-16	BOLD:ADC7598	Anura	NA	NA	NA
IMSAM077-09	BOLD:AAA8318	Anura	35.6771	10.0972	Tunisia
JTAMA522-12	BOLD:ACB7818	Anura	NA	NA	Honduras
JTAMA522-12	BOLD:ACB7818	Anura	NA	NA	Honduras
LIN270-06	BOLD:AAB7847	Anura	-5.41521	119.872	Indonesia
LIN309-06	BOLD:AAB2115	Anura	-1.75152	120.554	Indonesia
LIN313-06	BOLD:AAA6595	Anura	-1.44883	119.995	Indonesia
MJNV014-24	BOLD:AAZ9403	Anura	NA	NA	Colombia
MYARA073-17	BOLD:ACT3129	Anura	12.4039	99.1311	Myanmar
MYARA073-17	BOLD:ACT3129	Anura	12.4039	99.1311	Myanmar
TAD319-15	BOLD:ADP5042	Anura	NA	NA	Thailand
TAD319-15	BOLD:ADP5042	Anura	NA	NA	Thailand
WAMAM963-10	BOLD:AAM1794	Anura	-31.7925	116	Australia
GBAP10391-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP10658-19	NA	Anura	28.6876	-8.81721	Morocco
GBAP11025-19	NA	Anura	38.0733	104.691	China
GBAP12738-19	NA	Anura	9.73043	-84.0833	Costa Rica
GBAP12881-19	NA	Anura	NA	NA	NA
GBAP12893-19	NA	Anura	NA	NA	NA
GBAP12907-19	NA	Anura	NA	NA	NA
GBAP12909-19	NA	Anura	NA	NA	NA
GBAP12920-19	NA	Anura	NA	NA	NA
GBAP12934-19	NA	Anura	NA	NA	NA
GBAP12941-19	NA	Anura	NA	NA	NA
GBAP12942-19	NA	Anura	NA	NA	NA
GBAP12966-19	NA	Anura	3.67	101.63	Malaysia
GBAP12969-19	NA	Anura	5.54	101.34	Malaysia
GBAP12985-19	NA	Anura	NA	NA	NA
GBAP12987-19	NA	Anura	NA	NA	NA
GBAP12991-19	NA	Anura	NA	NA	NA
GBAP12993-19	NA	Anura	NA	NA	NA
GBAP12995-19	NA	Anura	NA	NA	NA
GBAP12997-19	NA	Anura	NA	NA	NA
GBAP13000-19	NA	Anura	5.54	101.34	Malaysia
GBAP13006-19	NA	Anura	NA	NA	NA
GBAP13020-19	BOLD:ADK6579	Anura	NA	NA	NA
GBAP13261-19	NA	Anura	3.32	101.31	Malaysia
GBAP13282-19	NA	Anura	38.0733	104.691	China
GBAP13289-19	NA	Anura	38.0733	104.691	China
GBAP13290-19	NA	Anura	38.0733	104.691	China
GBAP13294-19	NA	Anura	38.0733	104.691	China
GBAP13297-19	NA	Anura	38.0733	104.691	China
GBAP13301-19	NA	Anura	38.0733	104.691	China
GBAP13322-19	NA	Anura	38.0733	104.691	China
GBAP13323-19	NA	Anura	38.0733	104.691	China
GBAP13342-19	NA	Anura	38.0733	104.691	China
GBAP13345-19	NA	Anura	38.0733	104.691	China
GBAP13354-19	NA	Anura	38.0733	104.691	China
GBAP13378-19	NA	Anura	38.0733	104.691	China
GBAP13380-19	NA	Anura	38.0733	104.691	China
GBAP13383-19	NA	Anura	38.0733	104.691	China
GBAP13403-19	NA	Anura	38.0733	104.691	China
GBAP13406-19	NA	Anura	38.0733	104.691	China
GBAP13409-19	NA	Anura	38.0733	104.691	China
GBAP13422-19	NA	Anura	38.0733	104.691	China
GBAP13423-19	NA	Anura	38.0733	104.691	China
GBAP13425-19	NA	Anura	38.0733	104.691	China
GBAP6894-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP7017-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP7040-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7061-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP7809-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8095-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8151-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP8283-19	NA	Anura	-28.5536	24.7525	South Africa
GBAP8284-19	NA	Anura	8.72939	39.9149	Ethiopia
GBAP8436-19	NA	Anura	17.0811	8.86863	Niger
GBAP8650-19	NA	Anura	-38.04	144.51	Australia
GBAP8797-19	NA	Anura	-37.99	144.57	Australia
GBAP8823-19	NA	Anura	-37.69	144.96	Australia
GBAP8874-19	NA	Anura	-37.54	144.97	Australia
GBAP8939-19	NA	Anura	8.72939	39.9149	Ethiopia
GBAP9203-19	NA	Anura	7.14832	-66.3649	Venezuela
GBAP9367-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP9569-19	NA	Anura	28.6876	-8.81721	Morocco
GBAP9614-19	NA	Anura	-19.0416	46.6849	Madagascar
GBAP9738-19	NA	Anura	0.3017	-79.2136	Ecuador
GBAP13472-19	NA	Anura	38.0733	104.691	China
GBAP13473-19	NA	Anura	38.0733	104.691	China
GBAP13480-19	NA	Anura	38.0733	104.691	China
GBAP13493-19	NA	Anura	38.0733	104.691	China
GBAP13499-19	NA	Anura	38.0733	104.691	China
GBAP13519-19	NA	Anura	38.0733	104.691	China
GBAP13526-19	NA	Anura	38.0733	104.691	China
GBAP13546-19	NA	Anura	38.0733	104.691	China
GBAP13547-19	NA	Anura	38.0733	104.691	China
GBAP13551-19	NA	Anura	38.0733	104.691	China
GBAP13577-19	NA	Anura	38.0733	104.691	China
GBAP13592-19	NA	Anura	38.0733	104.691	China
GBAP13594-19	NA	Anura	38.0733	104.691	China
GBAP13602-19	NA	Anura	38.0733	104.691	China
GBAP13607-19	NA	Anura	38.0733	104.691	China
GBAP13643-19	NA	Anura	38.0733	104.691	China
GBAP13644-19	NA	Anura	38.0733	104.691	China
GBAP13645-19	NA	Anura	38.0733	104.691	China
GBAP13767-19	NA	Anura	38.8208	-96.3316	United States
GBAP13780-19	NA	Anura	NA	NA	NA
GBAP13782-19	NA	Anura	NA	NA	NA
GBAP13785-19	NA	Anura	NA	NA	NA
GBAP13791-19	NA	Anura	NA	NA	NA
GBAP13792-19	NA	Anura	NA	NA	NA
GBAP13800-19	NA	Anura	NA	NA	NA
GBAP13806-19	NA	Anura	NA	NA	NA
GBAP13808-19	NA	Anura	NA	NA	NA
GBAP13809-19	NA	Anura	NA	NA	NA
GBAP13812-19	NA	Anura	NA	NA	NA
GBAP13815-19	NA	Anura	NA	NA	NA
GBAP13822-19	NA	Anura	NA	NA	NA
GBAP13824-19	NA	Anura	NA	NA	NA
GBAP13825-19	NA	Anura	NA	NA	NA
GBAP13831-19	NA	Anura	NA	NA	NA
GBAP13836-19	NA	Anura	NA	NA	NA
GBAP13847-19	NA	Anura	NA	NA	NA
GBAP13888-19	NA	Anura	NA	NA	NA
GBAP13895-19	NA	Anura	NA	NA	NA
GBAP13905-19	NA	Anura	NA	NA	NA
GBAP13913-19	NA	Anura	NA	NA	NA
GBAP13918-19	NA	Anura	NA	NA	NA
GBAP13925-19	NA	Anura	NA	NA	NA
GBAP13931-19	NA	Anura	NA	NA	NA
GBAP13942-19	NA	Anura	NA	NA	NA
GBAP13944-19	NA	Anura	NA	NA	NA
GBAP13957-19	NA	Anura	NA	NA	NA
GBAP13959-19	NA	Anura	NA	NA	NA
GBAP13960-19	NA	Anura	NA	NA	NA
GBAP13965-19	NA	Anura	NA	NA	NA
GBAP13973-19	NA	Anura	NA	NA	NA
GBAP13976-19	NA	Anura	NA	NA	NA
GBAP13977-19	NA	Anura	NA	NA	NA
GBAP13996-19	NA	Anura	NA	NA	NA
GBAP14001-19	NA	Anura	NA	NA	NA
GBAP14140-19	NA	Anura	38.0733	104.691	China
GBAP14146-19	NA	Anura	38.0733	104.691	China
GBAP14150-19	NA	Anura	38.0733	104.691	China
GBAP14177-19	NA	Anura	38.0733	104.691	China
GBAP14191-19	NA	Anura	38.0733	104.691	China
GBAP14215-19	NA	Anura	38.0733	104.691	China
GBAP14228-19	NA	Anura	38.0733	104.691	China
GBAP14229-19	NA	Anura	38.0733	104.691	China
GBAP14232-19	NA	Anura	38.0733	104.691	China
GBAP14236-19	NA	Anura	38.0733	104.691	China
ABRAM271-13	BOLD:ACD2930	Anura	-5.406	-49.189	Brazil
ABRAM271-13	BOLD:ACD2930	Anura	-5.406	-49.189	Brazil
BSAMP063-07	BOLD:AAB0735	Anura	8.667	-80.592	Panama
BSAMP063-07	BOLD:AAB0735	Anura	8.667	-80.592	Panama
BSAMP271-07	BOLD:AAD4144	Anura	8.667	-80.592	Panama
BSAMP271-07	BOLD:AAD4144	Anura	8.667	-80.592	Panama
BSAMP584-08	BOLD:AAC2523	Anura	9.217	-79.422	Panama
BSAMP584-08	BOLD:AAC2523	Anura	9.217	-79.422	Panama
GBAAW46275-24	BOLD:AEL3912	Anura	NA	NA	Unrecoverable
GBAP14241-19	NA	Anura	38.0733	104.691	China
GBAP14249-19	NA	Anura	38.0733	104.691	China
GBAP14251-19	NA	Anura	38.0733	104.691	China
GBAP14255-19	NA	Anura	38.0733	104.691	China
GBAP14293-19	NA	Anura	38.0733	104.691	China
GBAP14296-19	NA	Anura	38.0733	104.691	China
GBAP14297-19	NA	Anura	38.0733	104.691	China
GBAP14308-19	NA	Anura	38.0733	104.691	China
GBAP14312-19	NA	Anura	38.0733	104.691	China
GBAP14322-19	NA	Anura	38.8208	-96.3316	United States
GBAP14323-19	NA	Anura	38.8208	-96.3316	United States
GBAP14325-19	NA	Anura	38.8208	-96.3316	United States
GBAP14335-19	NA	Anura	38.8208	-96.3316	United States
GBAP14499-19	NA	Anura	38.0733	104.691	China
GBAP14500-19	NA	Anura	38.0733	104.691	China
GBAP14534-19	NA	Anura	38.8208	-96.3316	United States
GBAP14541-19	NA	Anura	-1.56427	-78.463	Ecuador
GBAP14599-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP14600-19	NA	Anura	-11.5246	-54.3552	Brazil
GBAP14634-19	NA	Anura	-26.349	-53.179	Brazil
GBAP14644-19	NA	Anura	-26.799	-51.929	Brazil
GBAP14655-19	NA	Anura	-27.629	-51.486	Brazil
GBAP14656-19	NA	Anura	-27.629	-51.486	Brazil
GBAP14658-19	NA	Anura	-27.24	-53.497	Brazil
GBAP14661-19	NA	Anura	-27.24	-53.497	Brazil
GBAP14738-19	NA	Anura	23.5863	81.173	India
GBAP1811-13	BOLD:ACH3080	Anura	-19.0416	46.6849	Madagascar
GBAP20469-19	BOLD:AEB1655	Anura	31.4083	-95.1667	United States
GBAP20628-19	BOLD:AAD9215	Anura	NA	NA	NA
GBAP2900-13	BOLD:AAA6597	Anura	NA	NA	NA
GBAP2928-13	BOLD:AAA6596	Anura	NA	NA	NA
GBAP4838-15	BOLD:ACS4821	Anura	NA	NA	NA
GBAP4902-15	BOLD:ACS4595	Anura	NA	NA	Argentina
GBAP5199-15	BOLD:ACB3504	Anura	38.0733	104.691	China
GBAP5424-15	BOLD:ACB3504	Anura	38.0733	104.691	China
GBCOC10514-23	BOLD:ACA5126	Anura	NA	NA	Guyana
GBCOC13880-23	BOLD:AFS7569	Anura	19.13	103.78	Laos
GBMAB851-15	BOLD:ACH3567	Anura	NA	NA	Malaysia
GBMIN92446-17	BOLD:ADJ7855	Anura	NA	NA	NA
GBMIN93229-17	BOLD:ADK5829	Anura	NA	NA	NA
GBMNC75979-20	BOLD:ACH9750	Anura	-35.9928	-72.5258	Chile
GBMNC76103-20	BOLD:AEG9265	Anura	-37.7886	-72.9922	Chile
GBMNC76146-20	BOLD:AAY1590	Anura	NA	NA	Colombia
GBMND471-21	BOLD:AEH4994	Anura	NA	NA	NA
GBMND487-21	BOLD:ACA3673	Anura	NA	NA	Brazil
GBMND61864-21	NA	Anura	NA	NA	NA
GBMND672-21	BOLD:ACA3497	Anura	-19.145	-40.057	Brazil
GBMNF2870-22	BOLD:AET6271	Anura	NA	NA	Mauritania
GBMNF3629-22	BOLD:AAV6781	Anura	NA	NA	NA
IMSAM146-09	BOLD:AAB3328	Anura	31.2539	-6.10944	Morocco
MXHER155-09	BOLD:AAA5475	Anura	19.53	-103.428	Mexico
MXHER155-09	BOLD:AAA5475	Anura	19.53	-103.428	Mexico
MYARA123-17	BOLD:ADG2131	Anura	12.4039	99.1311	Myanmar
MYARA123-17	BOLD:ADG2131	Anura	12.4039	99.1311	Myanmar
NPAMV057-08	BOLD:AAG5771	Anura	11.424	107.419	Vietnam
OSTEO004-14	BOLD:ACM7545	Anura	-4.597	-58.221	Brazil
TAD108-15	BOLD:AAC3625	Anura	NA	NA	Laos
TAD108-15	BOLD:AAC3625	Anura	NA	NA	Laos
TPZAN072-18	BOLD:AAC3625	Anura	23.261	120.378	Taiwan
WAF015-15	BOLD:ACX9941	Anura	6.24246	-0.5571	Ghana
WAF015-15	BOLD:ACX9941	Anura	6.24246	-0.5571	Ghana
WAMAL753-10	BOLD:AAT9366	Anura	-22.8635	115.503	Australia
WAMID003-10	BOLD:AAW0034	Anura	-8.2166	114.5	Indonesia
BSATE050-10	BOLD:AAX8133	Anura	4.628	-73.725	Colombia
BSATE050-10	BOLD:AAX8133	Anura	4.628	-73.725	Colombia
BSATE050-10	BOLD:AAX8133	Anura	4.628	-73.725	Colombia
BSATE050-10	BOLD:AAX8133	Anura	4.628	-73.725	Colombia
DBAFI505-13	BOLD:ACF7115	Anura	-9.511	-35.611	Brazil
DBAFI505-13	BOLD:ACF7115	Anura	-9.511	-35.611	Brazil
DBNGF035-10	BOLD:AAZ3767	Anura	-5.13	145.77	Papua New Guinea
DBNGF416-10	BOLD:AAZ4237	Anura	-5.7375	145.27	Papua New Guinea
EANAA093-12	NA	Anura	37.2497	-98.4186	United States
EVACC225-12	BOLD:ABY4131	Anura	9.31985	-79.2889	Panama
FBHER057-09	NA	Anura	50.41	10.252	Germany
GBAAW32438-24	BOLD:ACB3661	Anura	NA	NA	Unrecoverable
GBAAW35881-24	BOLD:AFT3774	Anura	NA	NA	Unrecoverable
GBAAW35892-24	BOLD:AGE9265	Anura	NA	NA	Unrecoverable
GBAAW43369-24	BOLD:AGE5302	Anura	NA	NA	Madagascar
GBAAW46285-24	BOLD:AEL3912	Anura	NA	NA	Unrecoverable
GBAAW47906-24	BOLD:AGD1523	Anura	NA	NA	Unrecoverable
GBAAW65667-24	BOLD:AAE2553	Anura	NA	NA	Unrecoverable
GBAAW79695-24	BOLD:AGE6038	Anura	3.53694	-76.0783	Colombia
GBAAW9259-24	BOLD:ACB3864	Anura	NA	NA	Unrecoverable
GBAAW9268-24	BOLD:ACB3864	Anura	NA	NA	Unrecoverable
GBAP0096-06	BOLD:AAF5308	Anura	NA	NA	Madagascar
GBAP11752-19	BOLD:ACI2647	Anura	-11.5246	-54.3552	Brazil
GBAP13052-19	BOLD:ADK4388	Anura	NA	NA	NA
GBAP1976-13	BOLD:ACH4008	Anura	-19.0416	46.6849	Madagascar
GBAP3015-13	BOLD:AAC2852	Anura	NA	NA	NA
GBAP3073-13	BOLD:AAA3770	Anura	NA	NA	NA
GBAP3197-13	BOLD:AAE0886	Anura	NA	NA	NA
GBAP3690-13	BOLD:ACI0729	Anura	NA	NA	NA
GBAP3758-13	BOLD:ACI0729	Anura	NA	NA	NA
GBAP4774-15	BOLD:ACS3782	Anura	NA	NA	NA
